rule	support	confidence	lift
('Napa-Sonoma',) ==> ('US',)	0.011	1.000	2.419
('Willamette Valley',) ==> ('US',)	0.022	1.000	2.419
('Russian River Valley',) ==> ('US',)	0.024	1.000	2.419
('Washington',) ==> ('US',)	0.065	1.000	2.419
('Columbia Valley (WA)',) ==> ('US',)	0.033	1.000	2.419
('Paso Robles',) ==> ('US',)	0.020	1.000	2.419
('Columbia Valley',) ==> ('US',)	0.061	1.000	2.419
('Oregon',) ==> ('US',)	0.030	1.000	2.419
('New York',) ==> ('US',)	0.016	1.000	2.419
('Mendocino/Lake Counties',) ==> ('US',)	0.016	1.000	2.419
('Sierra Foothills',) ==> ('US',)	0.011	1.000	2.419
('New York', 'Finger Lakes') ==> ('US',)	0.010	1.000	2.419
('Chardonnay', 'Sonoma') ==> ('US',)	0.014	1.000	2.419
('NoDesignation', 'Columbia Valley (WA)') ==> ('US',)	0.014	1.000	2.419
('Cabernet Sauvignon', 'Napa Valley') ==> ('US',)	0.017	1.000	2.419
('Russian River Valley', 'Sonoma') ==> ('US',)	0.024	1.000	2.419
('California', 'Napa Valley') ==> ('US',)	0.041	1.000	2.419
('NoDesignation', 'Napa') ==> ('US',)	0.025	1.000	2.419
('Willamette Valley', 'Oregon') ==> ('US',)	0.022	1.000	2.419
('Columbia Valley', 'NoDesignation') ==> ('US',)	0.022	1.000	2.419
('California', 'Red Blend') ==> ('US',)	0.012	1.000	2.419
('Syrah', 'California') ==> ('US',)	0.018	1.000	2.419
('Sauvignon Blanc', 'California') ==> ('US',)	0.015	1.000	2.419
('California', 'Napa') ==> ('US',)	0.060	1.000	2.419
('Pinot Noir', 'Oregon') ==> ('US',)	0.017	1.000	2.419
('Central Coast', 'Pinot Noir') ==> ('US',)	0.020	1.000	2.419
('Zinfandel', 'Sonoma') ==> ('US',)	0.010	1.000	2.419
('Paso Robles', 'Central Coast') ==> ('US',)	0.020	1.000	2.419
('California', 'Russian River Valley') ==> ('US',)	0.024	1.000	2.419
('California', 'Sierra Foothills') ==> ('US',)	0.011	1.000	2.419
('Columbia Valley', 'Washington') ==> ('US',)	0.061	1.000	2.419
('California', 'Merlot') ==> ('US',)	0.015	1.000	2.419
('NoDesignation', 'Napa Valley') ==> ('US',)	0.018	1.000	2.419
('Paso Robles', 'California') ==> ('US',)	0.020	1.000	2.419
('Napa-Sonoma', 'California') ==> ('US',)	0.011	1.000	2.419
('Cabernet Sauvignon', 'Napa') ==> ('US',)	0.028	1.000	2.419
('Mendocino/Lake Counties', 'California') ==> ('US',)	0.016	1.000	2.419
('Washington', 'Columbia Valley (WA)') ==> ('US',)	0.033	1.000	2.419
('NoDesignation', 'Sonoma') ==> ('US',)	0.023	1.000	2.419
('California', 'Pinot Noir') ==> ('US',)	0.051	1.000	2.419
('NoDesignation', 'Washington') ==> ('US',)	0.024	1.000	2.419
('Columbia Valley', 'Columbia Valley (WA)') ==> ('US',)	0.033	1.000	2.419
('Pinot Noir', 'Sonoma') ==> ('US',)	0.020	1.000	2.419
('Central Coast', 'NoDesignation') ==> ('US',)	0.026	1.000	2.419
('Pinot Noir', 'Russian River Valley') ==> ('US',)	0.011	1.000	2.419
('Pinot Noir', 'Willamette Valley') ==> ('US',)	0.015	1.000	2.419
('Napa', 'Napa Valley') ==> ('US',)	0.041	1.000	2.419
('Pinot Noir', 'Willamette Valley', 'Oregon') ==> ('US',)	0.015	1.000	2.419
('Pinot Noir', 'Russian River Valley', 'Sonoma') ==> ('US',)	0.011	1.000	2.419
('NoDesignation', 'Cabernet Sauvignon', 'Napa') ==> ('US',)	0.012	1.000	2.419
('Columbia Valley', 'NoDesignation', 'Washington') ==> ('US',)	0.022	1.000	2.419
('Columbia Valley', 'NoDesignation', 'Columbia Valley (WA)') ==> ('US',)	0.014	1.000	2.419
('California', 'Russian River Valley', 'Sonoma') ==> ('US',)	0.024	1.000	2.419
('California', 'NoDesignation', 'Napa Valley') ==> ('US',)	0.018	1.000	2.419
('California', 'Chardonnay', 'NoDesignation') ==> ('US',)	0.017	1.000	2.419
('Napa', 'NoDesignation', 'Napa Valley') ==> ('US',)	0.018	1.000	2.419
('NoDesignation', 'Washington', 'Columbia Valley (WA)') ==> ('US',)	0.014	1.000	2.419
('Central Coast', 'California', 'Pinot Noir') ==> ('US',)	0.020	1.000	2.419
('California', 'NoDesignation', 'Sonoma') ==> ('US',)	0.023	1.000	2.419
('Columbia Valley', 'Washington', 'Columbia Valley (WA)') ==> ('US',)	0.033	1.000	2.419
('Napa Valley', 'Cabernet Sauvignon', 'Napa') ==> ('US',)	0.017	1.000	2.419
('Paso Robles', 'California', 'Central Coast') ==> ('US',)	0.020	1.000	2.419
('California', 'Central Coast', 'NoDesignation') ==> ('US',)	0.026	1.000	2.419
('California', 'Chardonnay', 'Sonoma') ==> ('US',)	0.014	1.000	2.419
('California', 'Cabernet Sauvignon', 'Napa Valley') ==> ('US',)	0.017	1.000	2.419
('Zinfandel', 'California', 'Sonoma') ==> ('US',)	0.010	1.000	2.419
('Napa Valley', 'California', 'Napa') ==> ('US',)	0.041	1.000	2.419
('California', 'Pinot Noir', 'NoDesignation') ==> ('US',)	0.014	1.000	2.419
('California', 'Pinot Noir', 'Russian River Valley') ==> ('US',)	0.011	1.000	2.419
('California', 'Pinot Noir', 'Sonoma') ==> ('US',)	0.020	1.000	2.419
('California', 'Cabernet Sauvignon', 'Napa') ==> ('US',)	0.028	1.000	2.419
('California', 'NoDesignation', 'Napa') ==> ('US',)	0.025	1.000	2.419
('California', 'NoDesignation', 'Cabernet Sauvignon') ==> ('US',)	0.022	1.000	2.419
('California', 'Pinot Noir', 'Russian River Valley', 'Sonoma') ==> ('US',)	0.011	1.000	2.419
('California', 'NoDesignation', 'Cabernet Sauvignon', 'Napa') ==> ('US',)	0.012	1.000	2.419
('Napa Valley', 'California', 'NoDesignation', 'Napa') ==> ('US',)	0.018	1.000	2.419
('Columbia Valley', 'NoDesignation', 'Washington', 'Columbia Valley (WA)') ==> ('US',)	0.014	1.000	2.419
('Napa Valley', 'California', 'Cabernet Sauvignon', 'Napa') ==> ('US',)	0.017	1.000	2.419
('California', 'NoDesignation') ==> ('US',)	0.104	1.000	2.419
('Central Coast',) ==> ('US',)	0.087	1.000	2.419
('California', 'Central Coast') ==> ('US',)	0.087	1.000	2.419
('Sonoma',) ==> ('US',)	0.075	1.000	2.419
('California', 'Sonoma') ==> ('US',)	0.075	1.000	2.419
('California',) ==> ('US',)	0.295	1.000	2.419
('US',) ==> ('California',)	0.295	0.713	2.419
('California', 'Cabernet Sauvignon') ==> ('US',)	0.049	1.000	2.419
('California', 'Chardonnay') ==> ('US',)	0.043	1.000	2.419
('Zinfandel', 'California') ==> ('US',)	0.025	1.000	2.418
('Chardonnay', 'Central Coast') ==> ('US',)	0.015	1.000	2.418
('Central Coast', 'California', 'Chardonnay') ==> ('US',)	0.015	1.000	2.418
('California Other', 'NoDesignation') ==> ('US',)	0.013	0.999	2.418
('California Other', 'California', 'NoDesignation') ==> ('US',)	0.013	0.999	2.418
('Sonoma County',) ==> ('US',)	0.012	0.999	2.418
('Sonoma County', 'Sonoma') ==> ('US',)	0.012	0.999	2.418
('Sonoma County', 'California') ==> ('US',)	0.012	0.999	2.418
('Sonoma County', 'California', 'Sonoma') ==> ('US',)	0.012	0.999	2.418
('California Other',) ==> ('US',)	0.023	0.999	2.418
('California Other', 'California') ==> ('US',)	0.023	0.999	2.418
('California',) ==> ('NoDesignation', 'US')	0.104	0.353	2.415
('NoDesignation', 'US') ==> ('California',)	0.104	0.712	2.415
('Zinfandel',) ==> ('US',)	0.025	0.997	2.412
('Red Blend',) ==> ('NoRegion_2', 'Italy')	0.025	0.369	2.375
('Red Blend',) ==> ('Italy',)	0.025	0.369	2.375
('Sauvignon Blanc',) ==> ('NoRegion_1',)	0.016	0.381	2.296
('Sauvignon Blanc',) ==> ('NoRegion_1', 'NoRegion_2')	0.016	0.381	2.296
('Pinot Noir', 'NoRegion_2') ==> ('NoRegion_1',)	0.010	0.374	2.251
('Cabernet Sauvignon',) ==> ('NoDesignation', 'US')	0.028	0.325	2.227
('NoDesignation', 'Cabernet Sauvignon') ==> ('California', 'US')	0.022	0.639	2.168
('NoDesignation', 'Cabernet Sauvignon') ==> ('California',)	0.022	0.639	2.168
('Bordeaux-style Red Blend',) ==> ('NoDesignation', 'NoRegion_2')	0.017	0.347	2.163
('Syrah', 'US') ==> ('California',)	0.018	0.634	2.150
('US', 'Merlot') ==> ('California',)	0.015	0.632	2.143
('Tuscany',) ==> ('NoDesignation', 'NoRegion_2')	0.016	0.340	2.122
('Tuscany', 'Italy') ==> ('NoDesignation', 'NoRegion_2')	0.016	0.340	2.122
('Sonoma',) ==> ('US', 'NoDesignation')	0.023	0.305	2.086
('California', 'Sonoma') ==> ('US', 'NoDesignation')	0.023	0.305	2.086
('Australia',) ==> ('NoDesignation', 'NoRegion_2')	0.011	0.325	2.025
('NoDesignation', 'Merlot') ==> ('US',)	0.014	0.826	1.998
('Cabernet Sauvignon',) ==> ('California',)	0.049	0.582	1.974
('Cabernet Sauvignon',) ==> ('California', 'US')	0.049	0.582	1.974
('France',) ==> ('NoDesignation', 'NoRegion_2')	0.044	0.312	1.948
('NoDesignation', 'Cabernet Sauvignon') ==> ('US',)	0.028	0.800	1.936
('US', 'Merlot') ==> ('NoDesignation',)	0.014	0.579	1.910
('Argentina',) ==> ('NoDesignation', 'NoRegion_2')	0.011	0.301	1.877
('Pinot Noir',) ==> ('California', 'US')	0.051	0.534	1.811
('Pinot Noir',) ==> ('California',)	0.051	0.534	1.811
('US', 'Red Blend') ==> ('California',)	0.012	0.532	1.803
('California Other', 'US') ==> ('NoDesignation',)	0.013	0.538	1.777
('California Other', 'California', 'US') ==> ('NoDesignation',)	0.013	0.538	1.777
('California Other',) ==> ('NoDesignation',)	0.013	0.538	1.777
('California Other', 'California') ==> ('NoDesignation',)	0.013	0.538	1.777
('Syrah',) ==> ('US',)	0.028	0.734	1.776
('Pinot Noir', 'NoDesignation') ==> ('California', 'US')	0.014	0.521	1.766
('Pinot Noir', 'NoDesignation') ==> ('California',)	0.014	0.521	1.766
('Pinot Noir',) ==> ('US',)	0.069	0.724	1.750
('Cabernet Sauvignon',) ==> ('US',)	0.061	0.717	1.734
('Merlot',) ==> ('US',)	0.024	0.716	1.731
('New Zealand',) ==> ('NoDesignation',)	0.011	0.523	1.725
('NoRegion_1', 'New Zealand') ==> ('NoDesignation',)	0.011	0.523	1.725
('New Zealand', 'NoRegion_2') ==> ('NoDesignation',)	0.011	0.523	1.725
('NoRegion_1', 'New Zealand', 'NoRegion_2') ==> ('NoDesignation',)	0.011	0.523	1.725
('Chardonnay', 'NoDesignation') ==> ('California', 'US')	0.017	0.502	1.702
('Chardonnay', 'NoDesignation') ==> ('California',)	0.017	0.502	1.702
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.016	0.515	1.700
('France', 'Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.016	0.515	1.700
('NoRegion_2', 'Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.016	0.515	1.700
('Bordeaux-style Red Blend', 'France', 'Bordeaux', 'NoRegion_2') ==> ('NoDesignation',)	0.016	0.515	1.700
('Reserve',) ==> ('US',)	0.013	0.702	1.697
('Tuscany',) ==> ('NoRegion_2',)	0.048	1.000	1.678
('Marlborough',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('Loire Valley',) ==> ('NoRegion_2',)	0.012	1.000	1.678
('Brunello di Montalcino',) ==> ('NoRegion_2',)	0.012	1.000	1.678
('Sicily & Sardinia',) ==> ('NoRegion_2',)	0.017	1.000	1.678
('Northeastern Italy',) ==> ('NoRegion_2',)	0.013	1.000	1.678
('France',) ==> ('NoRegion_2',)	0.140	1.000	1.678
('Australia',) ==> ('NoRegion_2',)	0.033	1.000	1.678
('Rioja',) ==> ('NoRegion_2',)	0.013	1.000	1.678
('Portuguese Red',) ==> ('NoRegion_2',)	0.015	1.000	1.678
('Central Italy',) ==> ('NoRegion_2',)	0.010	1.000	1.678
('South Australia',) ==> ('NoRegion_2',)	0.020	1.000	1.678
('NoRegion_1',) ==> ('NoRegion_2',)	0.166	1.000	1.678
('Burgundy',) ==> ('NoRegion_2',)	0.029	1.000	1.678
('Chile',) ==> ('NoRegion_2',)	0.039	1.000	1.678
('Bordeaux',) ==> ('NoRegion_2',)	0.040	1.000	1.678
('New Zealand',) ==> ('NoRegion_2',)	0.022	1.000	1.678
('Mendoza',) ==> ('NoRegion_2',)	0.024	1.000	1.678
('Southwest France',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto',) ==> ('NoRegion_2',)	0.026	1.000	1.678
(' Molinara"',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('Spain',) ==> ('NoRegion_2',)	0.055	1.000	1.678
('South Africa',) ==> ('NoRegion_2',)	0.015	1.000	1.678
('Argentina',) ==> ('NoRegion_2',)	0.037	1.000	1.678
('Toscana',) ==> ('NoRegion_2',)	0.012	1.000	1.678
('Germany',) ==> ('NoRegion_2',)	0.016	1.000	1.678
('Austria',) ==> ('NoRegion_2',)	0.020	1.000	1.678
('Mendoza Province',) ==> ('NoRegion_2',)	0.031	1.000	1.678
('Alsace',) ==> ('NoRegion_2',)	0.011	1.000	1.678
(' Rondinella',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('"Corvina',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('Portugal',) ==> ('NoRegion_2',)	0.035	1.000	1.678
('Northern Spain',) ==> ('NoRegion_2',)	0.032	1.000	1.678
('Sicilia',) ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'Marlborough') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoDesignation', 'Spain') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Piedmont', 'Nebbiolo') ==> ('NoRegion_2',)	0.014	1.000	1.678
('Tempranillo', 'Spain') ==> ('NoRegion_2',)	0.014	1.000	1.678
('France', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.033	1.000	1.678
('NoRegion_1', 'Germany') ==> ('NoRegion_2',)	0.016	1.000	1.678
('France', 'Loire Valley') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Germany', 'Riesling') ==> ('NoRegion_2',)	0.014	1.000	1.678
('NoRegion_1', 'Pinot Noir') ==> ('NoRegion_2',)	0.010	1.000	1.678
('Mendoza Province', 'Argentina') ==> ('NoRegion_2',)	0.031	1.000	1.678
('Sangiovese', 'Tuscany') ==> ('NoRegion_2',)	0.017	1.000	1.678
('Bordeaux', 'NoDesignation') ==> ('NoRegion_2',)	0.020	1.000	1.678
('"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'NoDesignation') ==> ('NoRegion_2',)	0.036	1.000	1.678
(' Rondinella', '"Corvina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoDesignation', 'Australia') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto', 'Italy') ==> ('NoRegion_2',)	0.026	1.000	1.678
('NoRegion_1', 'Austria') ==> ('NoRegion_2',)	0.020	1.000	1.678
('France', 'NoDesignation') ==> ('NoRegion_2',)	0.044	1.000	1.678
('Burgundy', 'Chardonnay') ==> ('NoRegion_2',)	0.016	1.000	1.678
('Toscana', 'Italy') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Veneto', ' Rondinella') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Italy', 'Central Italy') ==> ('NoRegion_2',)	0.010	1.000	1.678
(' Molinara"', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Brunello di Montalcino', 'Italy') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Toscana', 'Tuscany') ==> ('NoRegion_2',)	0.012	1.000	1.678
('NoDesignation', 'Italy') ==> ('NoRegion_2',)	0.044	1.000	1.678
('France', 'Pinot Noir') ==> ('NoRegion_2',)	0.014	1.000	1.678
('Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.032	1.000	1.678
('Malbec', 'Argentina') ==> ('NoRegion_2',)	0.014	1.000	1.678
('Red Blend', 'Tuscany') ==> ('NoRegion_2',)	0.015	1.000	1.678
('NoRegion_1', 'Sauvignon Blanc') ==> ('NoRegion_2',)	0.016	1.000	1.678
('NoRegion_1', 'South Africa') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Red Blend', 'Italy') ==> ('NoRegion_2',)	0.025	1.000	1.678
('Sicily & Sardinia', 'Italy') ==> ('NoRegion_2',)	0.017	1.000	1.678
('Italy', 'Sicilia') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'Burgundy') ==> ('NoRegion_2',)	0.029	1.000	1.678
('Northern Spain', 'Rioja') ==> ('NoRegion_2',)	0.013	1.000	1.678
('NoRegion_1', 'Chardonnay') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Northeastern Italy', 'Italy') ==> ('NoRegion_2',)	0.013	1.000	1.678
('NoDesignation', 'Argentina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'New Zealand') ==> ('NoRegion_2',)	0.022	1.000	1.678
('NoRegion_1', 'Riesling') ==> ('NoRegion_2',)	0.020	1.000	1.678
('Veneto', ' Molinara"') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'Chile') ==> ('NoRegion_2',)	0.039	1.000	1.678
('Nebbiolo', 'Italy') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Mendoza', 'Argentina') ==> ('NoRegion_2',)	0.024	1.000	1.678
('Sicily & Sardinia', 'Sicilia') ==> ('NoRegion_2',)	0.011	1.000	1.678
(' Rondinella', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoDesignation', 'Tuscany') ==> ('NoRegion_2',)	0.016	1.000	1.678
('Piedmont', 'Italy') ==> ('NoRegion_2',)	0.027	1.000	1.678
('NoRegion_1', 'Portuguese Red') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Burgundy', 'Pinot Noir') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Portuguese Red', 'Portugal') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Mendoza', 'Mendoza Province') ==> ('NoRegion_2',)	0.024	1.000	1.678
('Northern Spain', 'Spain') ==> ('NoRegion_2',)	0.032	1.000	1.678
('New Zealand', 'Marlborough') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'Chardonnay') ==> ('NoRegion_2',)	0.019	1.000	1.678
('Australia', 'South Australia') ==> ('NoRegion_2',)	0.020	1.000	1.678
('Malbec', 'Mendoza Province') ==> ('NoRegion_2',)	0.013	1.000	1.678
('NoRegion_1', 'Cabernet Sauvignon') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Veneto', '"Corvina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Sangiovese', 'Italy') ==> ('NoRegion_2',)	0.018	1.000	1.678
('France', 'Alsace') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Spain', 'Rioja') ==> ('NoRegion_2',)	0.013	1.000	1.678
('France', 'Bordeaux') ==> ('NoRegion_2',)	0.040	1.000	1.678
('Tempranillo', 'Northern Spain') ==> ('NoRegion_2',)	0.012	1.000	1.678
(' Molinara"', ' Rondinella') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'Portugal') ==> ('NoRegion_2',)	0.035	1.000	1.678
('Italy', 'Tuscany') ==> ('NoRegion_2',)	0.048	1.000	1.678
('France', 'Southwest France') ==> ('NoRegion_2',)	0.011	1.000	1.678
(' Molinara"', '"Corvina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Brunello di Montalcino', 'Tuscany') ==> ('NoRegion_2',)	0.012	1.000	1.678
('New Zealand', 'NoDesignation') ==> ('NoRegion_2',)	0.011	1.000	1.678
(' Rondinella', '"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Burgundy', 'Pinot Noir', 'France') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Tempranillo', 'Spain', 'Northern Spain') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Veneto', ' Molinara"', ' Rondinella') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'Bordeaux', 'NoDesignation') ==> ('NoRegion_2',)	0.020	1.000	1.678
('Tuscany', 'Brunello di Montalcino', 'Italy') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Veneto', ' Molinara"', '"Corvina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Tuscany', 'Sangiovese', 'Italy') ==> ('NoRegion_2',)	0.017	1.000	1.678
(' Molinara"', '"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'New Zealand', 'Marlborough') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Tuscany', 'NoDesignation', 'Italy') ==> ('NoRegion_2',)	0.016	1.000	1.678
(' Molinara"', ' Rondinella', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'Bordeaux', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.032	1.000	1.678
('Burgundy', 'Chardonnay', 'France') ==> ('NoRegion_2',)	0.016	1.000	1.678
('Veneto', ' Rondinella', '"Corvina') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Tuscany', 'Red Blend', 'Italy') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Bordeaux', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.016	1.000	1.678
('Sicily & Sardinia', 'Italy', 'Sicilia') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Malbec', 'Mendoza Province', 'Argentina') ==> ('NoRegion_2',)	0.013	1.000	1.678
('NoRegion_1', 'Portuguese Red', 'Portugal') ==> ('NoRegion_2',)	0.015	1.000	1.678
('Tuscany', 'Toscana', 'Italy') ==> ('NoRegion_2',)	0.012	1.000	1.678
('Veneto', '"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto', ' Molinara"', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Piedmont', 'Nebbiolo', 'Italy') ==> ('NoRegion_2',)	0.014	1.000	1.678
('Veneto', ' Rondinella', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.017	1.000	1.678
('Northern Spain', 'Spain', 'Rioja') ==> ('NoRegion_2',)	0.013	1.000	1.678
('Mendoza', 'Mendoza Province', 'Argentina') ==> ('NoRegion_2',)	0.024	1.000	1.678
('NoRegion_1', 'New Zealand', 'NoDesignation') ==> ('NoRegion_2',)	0.011	1.000	1.678
('NoRegion_1', 'Germany', 'Riesling') ==> ('NoRegion_2',)	0.014	1.000	1.678
('"Corvina', ' Molinara"', ' Rondinella') ==> ('NoRegion_2',)	0.011	1.000	1.678
('France', 'Bordeaux', 'NoDesignation', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.016	1.000	1.678
('Veneto', '"Corvina', ' Molinara"', ' Rondinella') ==> ('NoRegion_2',)	0.011	1.000	1.678
('"Corvina', ' Molinara"', ' Rondinella', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto', ' Molinara"', ' Rondinella', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto', ' Molinara"', '"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Veneto', ' Rondinella', '"Corvina', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
(' Molinara"', ' Rondinella', '"Corvina', 'Veneto', 'Italy') ==> ('NoRegion_2',)	0.011	1.000	1.678
('Italy',) ==> ('NoRegion_2',)	0.156	1.000	1.677
('Piedmont',) ==> ('NoRegion_2',)	0.027	1.000	1.677
('Reserva',) ==> ('NoRegion_2',)	0.012	0.997	1.673
('France', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.017	0.506	1.671
('NoRegion_2', 'France', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.017	0.506	1.671
('Bordeaux',) ==> ('NoDesignation',)	0.020	0.504	1.664
('Bordeaux', 'NoRegion_2') ==> ('NoDesignation',)	0.020	0.504	1.664
('France', 'Bordeaux') ==> ('NoDesignation',)	0.020	0.504	1.664
('France', 'Bordeaux', 'NoRegion_2') ==> ('NoDesignation',)	0.020	0.504	1.664
('Nebbiolo',) ==> ('NoRegion_2',)	0.015	0.987	1.655
('Merlot',) ==> ('NoDesignation',)	0.017	0.501	1.655
('NoDesignation', 'Bordeaux-style Red Blend') ==> ('NoRegion_2',)	0.017	0.965	1.619
('Pinot Noir', 'NoDesignation') ==> ('US',)	0.018	0.666	1.611
('Shiraz',) ==> ('NoRegion_2',)	0.012	0.942	1.580
('Syrah',) ==> ('California', 'US')	0.018	0.465	1.578
('Syrah',) ==> ('California',)	0.018	0.465	1.578
('Sauvignon Blanc',) ==> ('NoDesignation',)	0.020	0.468	1.546
('Merlot',) ==> ('California', 'US')	0.015	0.452	1.534
('Merlot',) ==> ('California',)	0.015	0.452	1.534
('Chardonnay',) ==> ('California',)	0.043	0.451	1.531
('Chardonnay',) ==> ('California', 'US')	0.043	0.451	1.531
('Chardonnay', 'NoDesignation') ==> ('US',)	0.021	0.624	1.509
('NoRegion_2', 'Bordeaux-style Red Blend') ==> ('NoDesignation',)	0.017	0.455	1.501
('US', 'Cabernet Sauvignon') ==> ('NoDesignation',)	0.028	0.454	1.498
('California', 'US', 'Cabernet Sauvignon') ==> ('NoDesignation',)	0.022	0.446	1.473
('California', 'Cabernet Sauvignon') ==> ('NoDesignation',)	0.022	0.446	1.473
('Tempranillo',) ==> ('NoRegion_2',)	0.015	0.872	1.463
('Malbec',) ==> ('NoRegion_2',)	0.019	0.872	1.463
('Cabernet Sauvignon', 'Napa') ==> ('NoDesignation',)	0.012	0.433	1.429
('US', 'Cabernet Sauvignon', 'Napa') ==> ('NoDesignation',)	0.012	0.433	1.429
('California', 'Cabernet Sauvignon', 'Napa') ==> ('NoDesignation',)	0.012	0.433	1.429
('California', 'US', 'Cabernet Sauvignon', 'Napa') ==> ('NoDesignation',)	0.012	0.433	1.429
('Napa', 'Napa Valley') ==> ('NoDesignation',)	0.018	0.432	1.426
('Napa', 'US', 'Napa Valley') ==> ('NoDesignation',)	0.018	0.432	1.426
('Napa Valley', 'California', 'Napa') ==> ('NoDesignation',)	0.018	0.432	1.426
('Napa Valley', 'California', 'US', 'Napa') ==> ('NoDesignation',)	0.018	0.432	1.426
('Napa Valley',) ==> ('NoDesignation',)	0.018	0.432	1.425
('US', 'Napa Valley') ==> ('NoDesignation',)	0.018	0.432	1.425
('California', 'Napa Valley') ==> ('NoDesignation',)	0.018	0.432	1.425
('California', 'US', 'Napa Valley') ==> ('NoDesignation',)	0.018	0.432	1.425
('Sauvignon Blanc', 'NoRegion_2') ==> ('NoDesignation',)	0.011	0.424	1.401
('Napa',) ==> ('NoDesignation',)	0.025	0.418	1.380
('US', 'Napa') ==> ('NoDesignation',)	0.025	0.418	1.380
('California', 'Napa') ==> ('NoDesignation',)	0.025	0.418	1.380
('California', 'US', 'Napa') ==> ('NoDesignation',)	0.025	0.418	1.380
('Sangiovese',) ==> ('NoRegion_2',)	0.018	0.822	1.378
('Columbia Valley (WA)',) ==> ('NoDesignation',)	0.014	0.416	1.373
('US', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('Columbia Valley', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
('Washington', 'Columbia Valley (WA)') ==> ('NoDesignation',)	0.014	0.416	1.373
